"nuSSU","nuLSU","AbdA","Wg","LR","COI","EF1aF1","EF1aF2","ArgK","CAD","Top1","Ubx","Taxon","Genus","Tribe","Subfamily","Family","NCBI.ID","NCBITaxon","Order","Genus_Richness","SampledProp","Diet","Nesting","Foraging","DietMod","NestingMod","ForagingMod","DietModslashboth","DietModslashlower","DietModslashupper","DietModalllower","DietModallupper","DietModanyplant","DietModonlyplant","ForagingModalllower","ForagingModallupper","ForagingModanycanopy","NestingModalllower","NestingModallupper","NestingModanycanopy","DietModonlypred","DietModanypred","DietModonlyomni","DietModanyomni","ForagingModanyground","NestingModanyground"
"NA","NA","NA","KM349001","NA","KM348336","NA","NA","NA","NA","NA","NA","Polyrhachis_lacteipennis","Polyrhachis","Camponotini","Formicinae","Formicidae","616285","Polyrhachis_lacteipennis","Hymenoptera","Polyrhachis",0.12,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","KM348910","KM348759","KM348237","KM348593","KM348417","NA","NA","NA","NA","Polyrhachis_laevissima","Polyrhachis","Camponotini","Formicinae","Formicidae","616287","Polyrhachis_laevissima","Hymenoptera","Polyrhachis",0.12,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","KM349039","NA","NA","NA","KM348550","NA","NA","NA","NA","Polyrhachis_lamellidens","Polyrhachis","Camponotini","Formicinae","Formicidae","84557","Polyrhachis_lamellidens","Hymenoptera","Polyrhachis",0.12,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","NA","KM348217","NA","NA","NA","NA","NA","NA","Polyrhachis_lata","Polyrhachis","Camponotini","Formicinae","Formicidae","252370","Polyrhachis_lata","Hymenoptera","Polyrhachis",0.12,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","KM348952","KM348790","KM348278","NA","NA","NA","NA","NA","NA","Polyrhachis_latharis","Polyrhachis","Camponotini","Formicinae","Formicidae","616292","Polyrhachis_latharis","Hymenoptera","Polyrhachis",0.12,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","KM348912","NA","KM348241","KM348595","KM348420","NA","NA","NA","NA","Polyrhachis_lepida","Polyrhachis","Camponotini","Formicinae","Formicidae","616301","Polyrhachis_lepida","Hymenoptera","Polyrhachis",0.12,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","KM348776","KM348263","NA","KM348443","NA","NA","NA","NA","Polyrhachis_loweryi","Polyrhachis","Camponotini","Formicinae","Formicidae","252384","Polyrhachis_loweryi","Hymenoptera","Polyrhachis",0.12,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","KM348914","KM348760","KM348242","KM348597","KM348421","NA","NA","NA","NA","Polyrhachis_mackayi","Polyrhachis","Camponotini","Formicinae","Formicidae","252373","Polyrhachis_mackayi","Hymenoptera","Polyrhachis",0.12,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","KM348729","KM348205","NA","KM348383","NA","NA","NA","NA","Polyrhachis_macropus","Polyrhachis","Camponotini","Formicinae","Formicidae","616320","Polyrhachis_macropa","Hymenoptera","Polyrhachis",0.12,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","NA","KT185267","NA","NA","NA","NA","NA","NA","Polyrhachis_mindanaensis","Polyrhachis","Camponotini","Formicinae","Formicidae","616339","Polyrhachis_mindanaensis","Hymenoptera","Polyrhachis",0.12,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","KM348915","KM348761","KM348243","KM348598","KM348422","NA","NA","NA","NA","Polyrhachis_monteithi","Polyrhachis","Camponotini","Formicinae","Formicidae","616348","Polyrhachis_monteithi","Hymenoptera","Polyrhachis",0.12,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","KM349005","KM348837","KM348337","KM348686","KM348515","NA","NA","NA","NA","Polyrhachis_mucronata","Polyrhachis","Camponotini","Formicinae","Formicidae","252385","Polyrhachis_mucronata","Hymenoptera","Polyrhachis",0.12,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","KM348956","KM348793","KM348284","KM348635","KM348462","NA","NA","NA","NA","Polyrhachis_nigropilosa","Polyrhachis","Camponotini","Formicinae","Formicidae","616362","Polyrhachis_nigropilosa","Hymenoptera","Polyrhachis",0.12,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","KM348957","KM348795","KM348285","NA","KM348464","NA","NA","NA","NA","Polyrhachis_noesaensis","Polyrhachis","Camponotini","Formicinae","Formicidae","616366","Polyrhachis_noesaensis","Hymenoptera","Polyrhachis",0.12,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","KM348796","KM348286","NA","NA","NA","NA","NA","NA","Polyrhachis_obesior","Polyrhachis","Camponotini","Formicinae","Formicidae","616371","Polyrhachis_obesior","Hymenoptera","Polyrhachis",0.12,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","KM349041","KM348868","KM348371","NA","KM348552","NA","NA","NA","NA","Polyrhachis_olybria","Polyrhachis","Camponotini","Formicinae","Formicidae","111089","Polyrhachis_olybrius","Hymenoptera","Polyrhachis",0.12,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","KM348928","KM348769","KM348255","NA","KM348434","NA","NA","NA","NA","Polyrhachis_ornata","Polyrhachis","Camponotini","Formicinae","Formicidae","616382","Polyrhachis_ornata","Hymenoptera","Polyrhachis",0.12,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","KM348959","KM348797","KM348289","NA","KM348467","NA","NA","NA","NA","Polyrhachis_proxima","Polyrhachis","Camponotini","Formicinae","Formicidae","111116","Polyrhachis_proxima","Hymenoptera","Polyrhachis",0.12,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","KM348916","NA","KM348244","NA","NA","NA","NA","NA","NA","Polyrhachis_rastellata","Polyrhachis","Camponotini","Formicinae","Formicidae","571917","Polyrhachis_rastellata","Hymenoptera","Polyrhachis",0.12,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","KM348800","KM348290","NA","KM348468","NA","NA","NA","NA","Polyrhachis_revoili","Polyrhachis","Camponotini","Formicinae","Formicidae","616447","Polyrhachis_revoili","Hymenoptera","Polyrhachis",0.12,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","KM348917","KM348762","KM348245","KM348600","KM348423","NA","NA","NA","NA","Polyrhachis_robsoni","Polyrhachis","Camponotini","Formicinae","Formicidae","399405","Polyrhachis_robsoni","Hymenoptera","Polyrhachis",0.12,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","KM348929","KM348770","KM348256","KM348611","KM348435","NA","NA","NA","NA","Polyrhachis_rufifemur","Polyrhachis","Camponotini","Formicinae","Formicidae","616462","Polyrhachis_rufifemur","Hymenoptera","Polyrhachis",0.12,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","KM349010","KM348841","KT185257","NA","KM348521","NA","NA","NA","NA","Polyrhachis_saevissima","Polyrhachis","Camponotini","Formicinae","Formicidae","616470","Polyrhachis_saevissima","Hymenoptera","Polyrhachis",0.12,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","KM348964","KM348804","KM348297","NA","KM348474","NA","NA","NA","NA","Polyrhachis_schistacea","Polyrhachis","Camponotini","Formicinae","Formicidae","194471","Polyrhachis_schistacea","Hymenoptera","Polyrhachis",0.12,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","NA","KM348298","KM348649","NA","NA","NA","NA","NA","Polyrhachis_schlueteri","Polyrhachis","Camponotini","Formicinae","Formicidae","616481","Polyrhachis_schlueteri","Hymenoptera","Polyrhachis",0.12,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","KM348892","KM348740","KM348218","KM348575","KM348397","NA","NA","NA","NA","Polyrhachis_schoopae","Polyrhachis","Camponotini","Formicinae","Formicidae","616482","Polyrhachis_schoopae","Hymenoptera","Polyrhachis",0.12,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","KM348731","KM348207","NA","KM348385","NA","NA","NA","NA","Polyrhachis_semipolita","Polyrhachis","Camponotini","Formicinae","Formicidae","616493","Polyrhachis_semipolita","Hymenoptera","Polyrhachis",0.12,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","KM348893","KM348742","KM348220","KM348577","KM348398","NA","NA","NA","NA","Polyrhachis_senilis","Polyrhachis","Camponotini","Formicinae","Formicidae","371748","Polyrhachis_senilis","Hymenoptera","Polyrhachis",0.12,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","KM349013","KM348846","KM348349","KM348693","KM348525","NA","NA","NA","NA","Polyrhachis_sexspinosa","Polyrhachis","Camponotini","Formicinae","Formicidae","252383","Polyrhachis_sexspinosa","Hymenoptera","Polyrhachis",0.12,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","KM348884","KM348732","KM348208","NA","KM348386","NA","NA","NA","NA","Polyrhachis_shixingensis","Polyrhachis","Camponotini","Formicinae","Formicidae","616501","Polyrhachis_shixingensis","Hymenoptera","Polyrhachis",0.12,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","KM348894","KM348744","KM348222","NA","KM348400","NA","NA","NA","NA","Polyrhachis_sokolova","Polyrhachis","Camponotini","Formicinae","Formicidae","252371","Polyrhachis_sokolova","Hymenoptera","Polyrhachis",0.12,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","KM348932","NA","KM348259","KM348614","KM348438","NA","NA","NA","NA","Polyrhachis_thais","Polyrhachis","Camponotini","Formicinae","Formicidae","616550","Polyrhachis_thais","Hymenoptera","Polyrhachis",0.12,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","KM349026","KM348854","KM348358","NA","KM348535","NA","NA","NA","NA","Polyrhachis_thrinax","Polyrhachis","Camponotini","Formicinae","Formicidae","616552","Polyrhachis_thrinax","Hymenoptera","Polyrhachis",0.12,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","KM348921","KM348764","NA","NA","KM348427","NA","NA","NA","NA","Polyrhachis_thusnelda","Polyrhachis","Camponotini","Formicinae","Formicidae","252375","Polyrhachis_thusnelda","Hymenoptera","Polyrhachis",0.12,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","NA","KM348357","NA","NA","NA","NA","NA","NA","Polyrhachis_tibialis","Polyrhachis","Camponotini","Formicinae","Formicidae","616558","Polyrhachis_tibialis","Hymenoptera","Polyrhachis",0.12,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","KM348922","KM348765","KM348249","KM348604","KM348428","NA","NA","NA","NA","Polyrhachis_trapezoidea","Polyrhachis","Camponotini","Formicinae","Formicidae","252374","Polyrhachis_trapezoidea","Hymenoptera","Polyrhachis",0.12,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
